transect_number,quadrat,species,percent_cover
26,5,plantago lanceolata,10
26,5,briza maxima,5
26,5,asperula conferta,2
26,5,linum trigynum,2
26,5,aira caryophyllea,2
26,5,rytidosperma laeve,1
26,5,nassella neesiana,1
26,5,vulpia bromoides,1
26,5,briza minor,1
26,5,romulea rosea,1
26,5,schoenus apogon,0.5
26,5,lysimachia arvensis,0.5
26,5,BG,20
26,6,anthoxanthum odoratum,10
26,6,plantago lanceolata,15
26,6,briza maxima,15
26,6,themeda triandra,25
26,6,romulea rosea,2
26,6,briza minor,1
26,6,aira caryophyllea,0.5
26,6,linum trigynum,0.5
26,6,rytidosperma laeve,0.5
26,6,vulpia bromoides,0.5
26,6,BG,25
26,7,themeda triandra,50
26,7,briza maxima,10
26,7,plantago lanceolata,20
26,7,veronica gracilis,1
26,7,aira caryophyllea,0.5
26,7,romulea rosea,1
26,7,schoenus apogon,0.5
26,7,briza minor,0.5
26,7,BG,10
26,8,plantago lanceolata,5
26,8,themeda triandra,50
26,8,briza maxima,5
26,8,haloragis heterophylla,20
26,8,veronica gracilis,1
26,8,aira caryophyllea,0.5
26,8,oxalis perennans,0.5
26,8,romulea rosea,1
26,8,poa rodwayi,2
26,8,briza minor,0.5
26,8,BG,25
26,9,themeda triandra,30
26,9,plantago lanceolata,30
26,9,briza maxima,5
26,9,aira caryophyllea,2
26,9,briza minor,1
26,9,romulea rosea,1
26,9,schoenus apogon,0.5
26,9,veronica gracilis,2
26,9,lomandra filiformis,1
26,9,linum trigynum,0.5
26,9,vulpia bromoides,1
26,9,asperula conferta,0.5
26,9,oxalis perennans,0.5
26,9,rytidosperma laeve,0.5
26,9,BG,30
26,10,plantago lanceolata,20
26,10,briza maxima,5
26,10,linum trigynum,2
26,10,romulea rosea,2
26,10,oxalis perennans,0.5
26,10,rytidosperma laeve,1
26,10,vulpia bromoides,1
26,10,elymus scaber,0.5
26,10,themeda triandra,15
26,10,BG,60
44,1,themeda triandra,40
44,1,eryngium ovinum,1
44,1,plantago lanceolata,5
44,1,schoenus apogon,2
44,1,veronica gracilis,2
44,1,briza maxima,1
44,1,briza minor,0.5
44,1,anthoxanthum odoratum,0.5
44,1,leptorhynchos squamatus,0.5
44,1,solenogyne dominii,0.5
44,1,haloragis heterophylla,0.5
44,1,poa rodwayi,1
44,1,BG,40
44,2,plantago lanceolata,60
44,2,briza maxima,5
44,2,themeda triandra,25
44,2,aira caryophyllea,0.5
44,2,poa rodwayi,0.5
44,2,asperula conferta,0.5
44,2,linum trigynum,0.5
44,2,convolvulus angustissimus,0.5
44,2,rytidosperma carphoides,0.5
44,2,BG,30
44,3,plantago lanceolata,30
44,3,briza minor,5
44,3,themeda triandra,40
44,3,veronica gracilis,5
44,3,poa rodwayi,5
44,3,austrostipa scabra subsp. falcata,1
44,3,aira caryophyllea,1
44,3,vulpia bromoides,1
44,3,rytidosperma caespitosum,0.5
44,3,briza maxima,2
44,3,BG,15
44,4,plantago lanceolata,30
44,4,anthoxanthum odoratum,5
44,4,briza maxima,1
44,4,briza minor,0.5
44,4,aira caryophyllea,0.5
44,4,romulea rosea,0.5
44,4,linum trigynum,0.5
44,4,veronica gracilis,1
44,4,rytidosperma laeve,0.5
44,4,themeda triandra,0.5
44,4,BG,40
44,5,plantago lanceolata,30
44,5,themeda triandra,15
44,5,anthoxanthum odoratum,1
44,5,rytidosperma carphoides,2
44,5,rytidosperma laeve,2
44,5,romulea rosea,1
44,5,lomandra filiformis,1
44,5,aira caryophyllea,0.5
44,5,oxalis perennans,0.5
44,5,linum trigynum,0.5
44,5,BG,50
44,6,plantago lanceolata,50
44,6,convolvulus angustissimus,1
44,6,themeda triandra,30
44,6,briza maxima,0.5
44,6,linum trigynum,0.5
44,6,anthoxanthum odoratum,0.5
44,6,aira caryophyllea,0.5
44,6,rytidosperma laeve,2
44,6,austrostipa scabra subsp. falcata,0.5
44,6,juncus subsecundus,0.5
44,6,briza minor,0.5
44,6,elymus scaber,0.5
44,6,schoenus apogon,0.5
44,6,rytidosperma caespitosum,0.5
44,6,BG,15
44,7,themeda triandra,10
44,7,plantago lanceolata,30
44,7,briza maxima,1
44,7,asperula conferta,10
44,7,linum trigynum,5
44,7,romulea rosea,1
44,7,carex breviculmis,0.5
44,7,austrostipa scabra subsp. falcata,0.5
44,7,rytidosperma caespitosum,0.5
44,7,briza minor,0.5
44,7,aira caryophyllea,0.5
44,7,acaena echinata,0.5
44,7,BG,40
44,8,plantago lanceolata,25
44,8,themeda triandra,10
44,8,elymus scaber,0.5
44,8,tricoryne elatior,0.5
44,8,lomandra filiformis,1
44,8,acaena echinata,1
44,8,romulea rosea,0.5
44,8,rytidosperma caespitosum,0.5
44,8,rytidosperma laeve,1
44,8,schoenus apogon,1
44,8,linum trigynum,0.5
44,8,veronica gracilis,0.5
44,8,haloragis heterophylla,1
44,8,BG,60
44,9,briza maxima,5
44,9,plantago lanceolata,40
44,9,themeda triandra,40
44,9,veronica gracilis,1
44,9,briza minor,0.5
44,9,aira caryophyllea,1
44,9,romulea rosea,1
44,9,asperula conferta,0.5
44,9,acaena echinata,1
44,9,carex breviculmis,1
44,9,vulpia bromoides,0.5
44,9,linum trigynum,0.5
44,9,austrostipa scabra subsp. falcata,0.5
44,9,anthoxanthum odoratum,0.5
44,9,rytidosperma caespitosum,1
44,9,BG,10
44,10,veronica gracilis,60
44,10,plantago lanceolata,15
44,10,themeda triandra,15
44,10,aira caryophyllea,0.5
44,10,acaena echinata,1
44,10,rytidosperma laeve,0.5
44,10,phalaris aquatica,5
44,10,BG,10
45,1,themeda triandra,70
45,1,briza maxima,2
45,1,aira caryophyllea,1
45,1,plantago lanceolata,5
45,1,schoenus apogon,0.5
45,1,rytidosperma caespitosum,1
45,1,linum trigynum,5
45,1,veronica gracilis,2
45,1,briza minor,0.5
45,1,rytidosperma carphoides,1
45,1,vulpia bromoides,1
45,1,poa rodwayi,2
45,1,centaurium erythraea,0.5
45,1,austrostipa scabra subsp. falcata,1
45,1,romulea rosea,0.5
45,1,BG,10
45,2,themeda triandra,80
45,2,senecio quadridentatus,1
45,2,plantago lanceolata,2
45,2,briza maxima,0.5
45,2,briza minor,2
45,2,vulpia bromoides,1
45,2,convolvulus angustissimus,1
45,2,aira caryophyllea,1
45,2,asperula conferta,0.5
45,2,hypochaeris radicata,0.5
45,2,oxalis perennans,5
45,2,acaena echinata,0.5
45,2,romulea rosea,0.5
45,2,rytidosperma caespitosum,1
45,2,linum trigynum,0.5
45,2,BG,10
45,3,plantago lanceolata,10
45,3,tricoryne elatior,0.5
45,3,arthropodium strictum,0.5
45,3,themeda triandra,60
45,3,briza maxima,1
45,3,veronica gracilis,5
45,3,aira caryophyllea,5
45,3,briza minor,0.5
45,3,linum trigynum,0.5
45,3,oxalis perennans,0.5
45,3,BG,15
45,4,plantago lanceolata,60
45,4,briza maxima,1
45,4,anthoxanthum odoratum,0.5
45,4,themeda triandra,15
45,4,vulpia bromoides,1
45,4,linum trigynum,0.5
45,4,carex breviculmis,0.5
45,4,rytidosperma caespitosum,0.5
45,4,briza minor,10.5
45,4,silene gallica,1
45,4,lomandra filiformis,0.5
45,4,romulea rosea,1
45,4,rytidosperma carphoides,1
45,4,BG,15
45,5,briza maxima,1
45,5,themeda triandra,70
45,5,briza minor,0.5
45,5,aira caryophyllea,1
45,5,vulpia bromoides,10
45,5,arthropodium strictum,0.5
45,5,veronica gracilis,0.5
45,5,rytidosperma caespitosum,2
45,5,linum trigynum,0.5
45,5,schoenus apogon,1
45,5,romulea rosea,0.5
45,5,trifolium incarnatum,0.5
45,5,hypochaeris radicata,0.5
45,5,rytidosperma carphoides,0.5
45,5,eryngium vesiculosum,0.5
45,5,BG,10
45,6,rapistrum rugosum,50
45,6,plantago lanceolata,30
45,6,elymus scaber,5
45,6,briza maxima,2
45,6,briza minor,0.5
45,6,aira caryophyllea,0.5
45,6,vulpia bromoides,2
45,6,asperula conferta,0.5
45,6,ulex europaeus,0.5
45,6,rytidosperma laeve,1
45,6,rytidosperma caespitosum,0.5
45,6,senecio quadridentatus,0.5
45,6,themeda triandra,0.5
45,6,poa rodwayi,2
45,6,avena fatua,0.5
45,6,BG,30
45,7,rapistrum rugosum,1
45,7,nassella neesiana,5
45,7,plantago lanceolata,10
45,7,elymus scaber,35
45,7,themeda triandra,10
45,7,lolium perenne,1
45,7,briza maxima,0.5
45,7,briza minor,1
45,7,aira caryophyllea,5
45,7,bromus hordeaceus,5
45,7,trifolium angustifolium,0.5
45,7,vulpia bromoides,5
45,7,veronica gracilis,0.5
45,7,trifolium incarnatum,0.5
45,7,romulea rosea,0.5
45,7,rytidosperma caespitosum,1
45,7,BG,15
45,8,rapistrum rugosum,0.5
45,8,nassella neesiana,60
45,8,bromus hordeaceus,15
45,8,lolium perenne,1
45,8,phalaris aquatica,10
45,8,silene gallica,1
45,8,briza minor,1
45,8,aira caryophyllea,0.5
45,8,vulpia bromoides,1
45,8,arctotheca calendula,0.5
45,8,trifolium sp.,0.5
45,8,lotus suaveolens,0.5
45,8,anthoxanthum odoratum,0.5
45,8,BG,0.5
45,9,rapistrum rugosum,20
45,9,cynara cardunculus,15
45,9,plantago lanceolata,15
45,9,bromus hordeaceus,25
45,9,sonchus oleraceus,1
45,9,aira caryophyllea,0.5
45,9,lactuca serriola,0.5
45,9,romulea rosea,1
45,9,nassella neesiana,0.5
45,9,BG,0.5
45,10,avena fatua,0.5
45,10,plantago lanceolata,50
45,10,elymus scaber,2
45,10,nassella neesiana,20
45,10,lolium perenne,2
45,10,vulpia bromoides,5
45,10,ulex europaeus,0.5
45,10,bromus hordeaceus,5
45,10,nassella trichotoma,15
45,10,romulea rosea,0.5
45,10,bromus diandrus,1
45,10,silene gallica,0.5
45,10,BG,0
47,1,rosa rubiginosa,0.5
47,1,plantago lanceolata,10
47,1,rytidosperma duttonianum,1
47,1,lolium perenne,0.5
47,1,nassella neesiana,40
47,1,veronica gracilis,5
47,1,aira caryophyllea,2
47,1,romulea rosea,0.5
47,1,trifolium angustifolium,0.5
47,1,oxalis perennans,0.5
47,1,poa labillardierei,5
47,1,microlaena stipoides,5
47,1,BG,30
47,2,plantago lanceolata,15
47,2,briza maxima,0.5
47,2,nassella neesiana,60
47,2,veronica gracilis,5
47,2,bromus hordeaceus,0.5
47,2,acaena echinata,1
47,2,aira caryophyllea,1
47,2,lolium perenne,0.5
47,2,romulea rosea,0.5
47,2,trifolium angustifolium,0.5
47,2,BG,10
47,3,nassella trichotoma,0.5
47,3,cirsium vulgare,5
47,3,nassella neesiana,70
47,3,briza minor,1
47,3,aira caryophyllea,1
47,3,linum trigynum,2
47,3,lolium perenne,0.5
47,3,plantago lanceolata,1
47,3,trifolium angustifolium,0.5
47,3,bromus hordeaceus,0.5
47,3,romulea rosea,0.5
47,3,BG,20
47,4,nassella neesiana,75
47,4,sonchus asper,1
47,4,convolvulus angustissimus,2
47,4,briza maxima,0.5
47,4,linum trigynum,0.5
47,4,briza minor,0.5
47,4,veronica gracilis,1
47,4,romulea rosea,0.5
47,4,leontodon saxatilis,0.5
47,4,vulpia bromoides,1
47,4,trifolium angustifolium,0.5
47,4,aira caryophyllea,5
47,4,schoenus apogon,0.5
47,4,haloragis heterophylla,0.5
47,4,BG,5
47,5,nassella neesiana,50
47,5,schoenus apogon,0.5
47,5,acaena echinata,2
47,5,linum trigynum,2
47,5,plantago lanceolata,1
47,5,vulpia bromoides,5
47,5,lolium perenne,0.5
47,5,briza minor,0.5
47,5,rytidosperma duttonianum,0.5
47,5,BG,40
47,6,nassella neesiana,50
47,6,poa labillardierei,10
47,6,plantago lanceolata,2
47,6,linum trigynum,1
47,6,aira caryophyllea,1
47,6,vulpia bromoides,2
47,6,themeda triandra,25
47,6,cirsium vulgare,0.5
47,6,briza minor,0.5
47,6,romulea rosea,0.5
47,6,geranium retrorsum,0.5
47,6,BG,2
47,7,nassella neesiana,60
47,7,plantago lanceolata,5
47,7,aira caryophyllea,10
47,7,briza minor,1
47,7,trifolium angustifolium,0.5
47,7,bromus hordeaceus,0.5
47,7,linum trigynum,0.5
47,7,juncus subsecundus,0.5
47,7,veronica gracilis,0.5
47,7,romulea rosea,0.5
47,7,lomandra filiformis,2
47,7,vulpia bromoides,1
47,7,sonchus asper,0.5
47,7,BG,0.5
47,8,nassella neesiana,75
47,8,nassella trichotoma,1
47,8,cirsium vulgare,0.5
47,8,briza minor,1
47,8,plantago lanceolata,0.5
47,8,anthoxanthum odoratum,0.5
47,8,aira caryophyllea,5
47,8,linum trigynum,0.5
47,8,trifolium angustifolium,0.5
47,8,veronica gracilis,0.5
47,8,romulea rosea,0.5
47,8,BG,15
47,9,nassella neesiana,60
47,9,briza maxima,1
47,9,plantago lanceolata,1
47,9,briza minor,0.5
47,9,aira caryophyllea,20
47,9,romulea rosea,0.5
47,9,linum trigynum,10
47,9,vulpia bromoides,1
47,9,BG,1
47,10,cynara cardunculus,60
47,10,nassella neesiana,40
47,10,convolvulus angustissimus,0.5
47,10,linum trigynum,0.5
47,10,vulpia bromoides,1
47,10,leontodon saxatilis,0.5
47,10,juncus subsecundus,0.5
47,10,romulea rosea,0.5
47,10,nassella trichotoma,0.5
47,10,aira caryophyllea,0.5
47,10,BG,0
46,1,nassella neesiana,60
46,1,poa labillardierei,10
46,1,asperula conferta,5
46,1,plantago lanceolata,5
46,1,briza minor,0.5
46,1,aira caryophyllea,0.5
46,1,romulea rosea,0.5
46,1,oxalis perennans,2
46,1,rytidosperma setaceum,0.5
46,1,linum trigynum,0.5
46,1,vulpia bromoides,1
46,1,aira elegantissima,0.5
46,1,bromus hordeaceus,0.5
46,1,elymus scaber,1
46,1,acaena echinata,0.5
46,1,trifolium striatum,0.5
46,1,melilotus indicus,0.5
46,1,BG,0.5
46,2,nassella trichotoma,0.5
46,2,plantago lanceolata,25
46,2,veronica gracilis,30
46,2,schoenus apogon,0.5
46,2,leontodon saxatilis,0.5
46,2,linum trigynum,0.5
46,2,themeda triandra,1
46,2,asperula conferta,0.5
46,2,nassella neesiana,0.5
46,2,trifolium angustifolium,0.5
46,2,bromus hordeaceus,0.5
46,2,vulpia bromoides,1
46,2,romulea rosea,0.5
46,2,BG,40
46,3,poa labillardierei,2
46,3,nassella trichotoma,5
46,3,plantago lanceolata,20
46,3,veronica gracilis,10
46,3,anthoxanthum odoratum,0.5
46,3,nassella neesiana,30
46,3,aira caryophyllea,0.5
46,3,vulpia bromoides,1
46,3,bromus hordeaceus,0.5
46,3,romulea rosea,0.5
46,3,briza minor,0.5
46,3,briza maxima,0.5
46,3,trifolium striatum,0.5
46,3,BG,30
46,4,nassella neesiana,60
46,4,convolvulus angustissimus,0.5
46,4,bromus hordeaceus,0.5
46,4,plantago lanceolata,0.5
46,4,briza minor,5
46,4,aira caryophyllea,0.5
46,4,vulpia bromoides,1
46,4,romulea rosea,0.5
46,4,trifolium striatum,0.5
46,4,anthoxanthum odoratum,0.5
46,4,veronica gracilis,0.5
46,4,linum trigynum,0.5
46,4,briza maxima,0.5
46,4,BG,10
46,5,nassella neesiana,60
46,5,trifolium angustifolium,0.5
46,5,bromus hordeaceus,0.5
46,5,briza minor,1
46,5,plantago lanceolata,0.5
46,5,oxalis perennans,0.5
46,5,asperula conferta,1
46,5,aira caryophyllea,5
46,5,geranium retrorsum,0.5
46,5,veronica gracilis,1
46,5,themeda triandra,5
46,5,linum trigynum,0.5
46,5,BG,10
46,6,nassella neesiana,50
46,6,themeda triandra,15
46,6,rumex brownii,5
46,6,anthoxanthum odoratum,1
46,6,briza maxima,1
46,6,aira caryophyllea,1
46,6,vulpia bromoides,1
46,6,linum trigynum,1
46,6,trifolium angustifolium,0.5
46,6,nassella trichotoma,0.5
46,6,romulea rosea,0.5
46,6,onopordium illyricum subsp. illyricum,0.5
46,6,briza minor,0.5
46,6,schoenus apogon,0.5
46,6,leontodon saxatilis,0.5
46,6,ulex europaeus,0.5
46,6,dichelachne crinita,1
46,6,elymus scaber,1
46,6,BG,10
46,7,nassella neesiana,70
46,7,veronica gracilis,10
46,7,plantago lanceolata,5
46,7,elymus scaber,1
46,7,aira caryophyllea,1
46,7,asperula conferta,0.5
46,7,romulea rosea,0.5
46,7,bromus hordeaceus,0.5
46,7,briza minor,1
46,7,BG,10
46,8,nassella neesiana,15
46,8,calocephalus lacteus,50
46,8,romulea rosea,2
46,8,asperula conferta,0.5
46,8,sonchus asper,0.5
46,8,vulpia bromoides,0.5
46,8,plantago lanceolata,1
46,8,elymus scaber,0.5
46,8,bromus hordeaceus,0.5
46,8,BG,40
46,9,nassella neesiana,70
46,9,linum trigynum,0.5
46,9,elymus scaber,0.5
46,9,briza minor,0.5
46,9,trifolium angustifolium,0.5
46,9,melilotus indicus,1
46,9,veronica gracilis,5
46,9,asperula conferta,2
46,9,aira caryophyllea,0.5
46,9,romulea rosea,0.5
46,9,bromus hordeaceus,0.5
46,9,themeda triandra,5
46,9,vulpia bromoides,1
46,9,BG,10
46,10,nassella neesiana,50
46,10,poa labillardierei,5
46,10,microlaena stipoides,5
46,10,linum trigynum,0.5
46,10,plantago lanceolata,2
46,10,briza minor,5
46,10,vulpia bromoides,2
46,10,aira caryophyllea,5
46,10,veronica gracilis,10
46,10,briza maxima,0.5
46,10,themeda triandra,10
46,10,schoenus apogon,0.5
46,10,romulea rosea,0.5
46,10,melilotus indicus,0.5
46,10,BG,2
28,1,nassella trichotoma,60
28,1,briza minor,1
28,1,briza maxima,0.5
28,1,plantago lanceolata,1
28,1,dichondra repens,5
28,1,trifolium angustifolium,0.5
28,1,hypochaeris radicata,1
28,1,linum trigynum,0.5
28,1,trifolium glomeratum,0.5
28,1,lomandra filiformis,5
28,1,rumex sp.,1
28,1,poa labillardierei,2
28,1,vulpia bromoides,0.5
28,1,onopordium illyricum subsp. illyricum,0.5
28,1,BG,10
28,2,nassella trichotoma,5
28,2,plantago lanceolata,10
28,2,nassella neesiana,10
28,2,onopordium illyricum subsp. illyricum,0.5
28,2,hypochaeris radicata,1
28,2,vulpia bromoides,55
28,2,bromus hordeaceus,1
28,2,briza maxima,0.5
28,2,cirsium vulgare,1
28,2,trifolium striatum,0.5
28,2,petrorhagia dubia,1
28,2,BG,1
28,3,plantago lanceolata,5
28,3,nassella neesiana,40
28,3,aira caryophyllea,0.5
28,3,onopordium illyricum subsp. illyricum,0.5
28,3,bromus hordeaceus,0.5
28,3,cerastium glomeratum,0.5
28,3,petrorhagia dubia,0.5
28,3,trifolium angustifolium,0.5
28,3,trifolium striatum,0.5
28,3,melilotus indicus,2
28,3,sonchus asper,0.5
28,3,poa labillardierei,1
28,3,themeda triandra,0.5
28,3,nassella trichotoma,1
28,3,BG,40
28,4,nassella neesiana,50
28,4,plantago lanceolata,15
28,4,briza minor,0.5
28,4,aira caryophyllea,0.5
28,4,acaena echinata,2
28,4,bromus hordeaceus,1
28,4,nassella trichotoma,0.5
28,4,trifolium striatum,1
28,4,vulpia bromoides,0.5
28,4,veronica gracilis,0.5
28,4,themeda triandra,0.5
28,4,poa labillardierei,2
28,4,BG,5
28,5,nassella neesiana,70
28,5,cirsium vulgare,2
28,5,aira caryophyllea,1
28,5,juncus subsecundus,0.5
28,5,aira elegantissima,1
28,5,crassula sieberiana,0.5
28,5,melilotus indicus,0.5
28,5,briza minor,0.5
28,5,hypochaeris radicata,0.5
28,5,BG,20
28,6,nassella neesiana,75
28,6,schoenus apogon,0.5
28,6,hypochaeris radicata,0.5
28,6,conyza sp.,0.5
28,6,trifolium striatum,0.5
28,6,briza minor,0.5
28,6,bromus hordeaceus,0.5
28,6,aira caryophyllea,0.5
28,6,plantago lanceolata,1
28,6,poa labillardierei,1
28,6,senecio quadridentatus,0.5
28,6,juncus subsecundus,1
28,6,lythrum hyssopifolia,0.5
28,6,cirsium vulgare,0.5
28,6,rumex sp.,0.5
28,6,BG,10
28,7,nassella neesiana,30
28,7,nassella trichotoma,5
28,7,bromus hordeaceus,40
28,7,cirsium vulgare,5
28,7,hypochaeris radicata,0.5
28,7,plantago lanceolata,2
28,7,briza minor,1
28,7,vulpia bromoides,1
28,7,romulea rosea,0.5
28,7,aira caryophyllea,0.5
28,7,sonchus asper,0.5
28,7,BG,20
28,8,cynara cardunculus,40
28,8,bromus hordeaceus,1
28,8,nassella neesiana,50
28,8,hypochaeris radicata,0.5
28,8,aira caryophyllea,5
28,8,briza minor,1
28,8,vulpia bromoides,1
28,8,aira elegantissima,1
28,8,juncus subsecundus,0.5
28,8,BG,0.5
28,9,nassella trichotoma,0.5
28,9,nassella neesiana,50
28,9,convolvulus angustissimus,5
28,9,bromus hordeaceus,5
28,9,linum trigynum,1
28,9,rytidosperma setaceum,0.5
28,9,leontodon saxatilis,0.5
28,9,vulpia bromoides,1
28,9,oxalis perennans,0.5
28,9,romulea rosea,1
28,9,schoenus apogon,0.5
28,9,BG,30
28,10,nassella trichotoma,1
28,10,nassella neesiana,40
28,10,bromus hordeaceus,5
28,10,oxalis perennans,1
28,10,romulea rosea,1
28,10,briza minor,0.5
28,10,vulpia bromoides,0.5
28,10,plantago lanceolata,0.5
28,10,linum trigynum,0.5
28,10,rytidosperma setaceum,0.5
28,10,BG,30
7,1,briza maxima,40
7,1,themeda triandra,50
7,1,avena fatua,1
7,1,lolium perenne,0.5
7,1,plantago lanceolata,1
7,1,dianella revoluta,0.5
7,1,convolvulus angustissimus,1
7,1,phalaris aquatica,0.5
7,1,bromus hordeaceus,0.5
7,1,rytidosperma fulvum,0.5
7,1,BG,0
7,2,themeda triandra,60
7,2,briza maxima,5
7,2,dianella revoluta,25
7,2,plantago lanceolata,2
7,2,lachnagrostis aemula,0.5
7,2,convolvulus angustissimus,0.5
7,2,BG,0
7,3,linum trigynum,0.5
7,3,Lepidosperma sp.,40
7,3,briza maxima,0.5
7,3,themeda triandra,50
7,3,rytidosperma setaceum,0.5
7,3,plantago lanceolata,0.5
7,3,BG,0.5
7,4,briza maxima,5
7,4,themeda triandra,80
7,4,convolvulus angustissimus,0.5
7,4,plantago lanceolata,1
7,4,phalaris aquatica,1
7,4,pimelea spinescens,0.5
7,4,sonchus asper,0.5
7,4,BG,0.5
7,5,themeda triandra,80
7,5,briza maxima,5
7,5,pimelea spinescens,20
7,5,sonchus asper,0.5
7,5,plantago lanceolata,1
7,5,BG,0.5
7,6,themeda triandra,80
7,6,plantago lanceolata,2
7,6,rytidosperma setaceum,1
7,6,briza maxima,0.5
7,6,caesia calliantha,0.5
7,6,BG,0.5
7,7,themeda triandra,80
7,7,rytidosperma fulvum,5
7,7,plantago lanceolata,0.5
7,7,briza maxima,0.5
7,7,austrostipa bigeniculata,1
7,7,rytidosperma setaceum,1
7,7,BG,0.5
7,8,avena fatua,0.5
7,8,themeda triandra,80
7,8,briza maxima,5
7,8,plantago lanceolata,1
7,8,rytidosperma setaceum,1
7,8,rytidosperma fulvum,1
7,8,lolium perenne,0.5
7,8,helminthotheca echioides,0.5
7,8,bromus hordeaceus,0.5
7,8,oxalis perennans,0.5
7,8,convolvulus angustissimus,0.5
7,8,BG,0.5
7,9,brassica x juncea,0.5
7,9,avena fatua,40
7,9,plantago lanceolata,15
7,9,briza maxima,0.5
7,9,lolium perenne,0.5
7,9,BG,0
7,10,avena fatua,5
7,10,themeda triandra,40
7,10,briza maxima,30
7,10,rytidosperma fulvum,2
7,10,briza minor,0.5
7,10,rytidosperma setaceum,5
7,10,BG,0
16,1,avena fatua,2
16,1,briza maxima,0.5
16,1,briza minor,0.5
16,1,plantago lanceolata,0.5
16,1,lomandra filiformis,2
16,1,rytidosperma fulvum,2
16,1,themeda triandra,10
16,1,BG,0
16,2,avena fatua,2
16,2,briza maxima,2
16,2,phalaris aquatica,0.5
16,2,nassella neesiana,1
16,2,asperula conferta,10
16,2,poa rodwayi,0.5
16,2,aira caryophyllea,0.5
16,2,vulpia bromoides,20
16,2,plantago lanceolata,2
16,2,briza minor,0.5
16,2,BG,0
16,3,themeda triandra,60
16,3,lomandra filiformis,10
16,3,dichelachne crinita,0.5
16,3,briza maxima,5
16,3,oxalis perennans,2
16,3,romulea rosea,0.5
16,3,plantago lanceolata,0.5
16,3,centaurium erythraea,0.5
16,3,veronica gracilis,0.5
16,3,BG,1
16,4,briza maxima,10
16,4,lactuca serriola,2
16,4,briza minor,20
16,4,plantago lanceolata,10
16,4,avena fatua,5
16,4,nassella neesiana,1
16,4,romulea rosea,5
16,4,vicia major,2
16,4,melilotus indicus,0.5
16,4,elymus scaber,0.5
16,4,helminthotheca echioides,2
16,4,vulpia bromoides,1
16,4,BG,1
16,5,avena fatua,0.5
16,5,plantago lanceolata,1
16,5,nassella neesiana,50
16,5,lomandra filiformis,1
16,5,trifolium angustifolium,0.5
16,5,briza maxima,0.5
16,5,romulea rosea,1
16,5,melilotus indicus,0.5
16,5,briza minor,0.5
16,5,nassella trichotoma,5
16,5,BG,25
16,6,avena fatua,1
16,6,briza maxima,2
16,6,briza minor,0.5
16,6,plantago lanceolata,0.5
16,6,vicia major,2
16,6,themeda triandra,20
16,6,rytidosperma fulvum,20
16,6,aira elegantissima,30
16,6,melilotus indicus,0.5
16,6,romulea rosea,2
16,6,veronica gracilis,0.5
16,6,nassella neesiana,2
16,6,BG,5
16,7,plantago lanceolata,5
16,7,themeda triandra,30
16,7,avena fatua,0.5
16,7,veronica gracilis,1
16,7,asperula conferta,0.5
16,7,vicia major,5
16,7,haloragis heterophylla,40
16,7,briza maxima,0.5
16,7,oxalis perennans,0.5
16,7,BG,0.5
16,8,briza maxima,30
16,8,themeda triandra,50
16,8,plantago lanceolata,2
16,8,veronica gracilis,20
16,8,vicia major,25
16,8,avena fatua,5
16,8,lomandra filiformis,2
16,8,briza minor,0.5
16,8,romulea rosea,2
16,8,aira elegantissima,0.5
16,8,sonchus oleraceus,0.5
16,8,BG,10
16,9,briza maxima,10
16,9,avena fatua,5
16,9,plantago lanceolata,5
16,9,briza minor,2
16,9,veronica gracilis,10
16,9,themeda triandra,10
16,9,vicia major,2
16,9,romulea rosea,2
16,9,BG,10
16,10,poa rodwayi,0.5
16,10,themeda triandra,30
16,10,briza maxima,10
16,10,briza minor,0.5
16,10,vicia major,2
16,10,lomandra filiformis,10
16,10,veronica gracilis,2
16,10,romulea rosea,2
16,10,BG,2
30,1,themeda triandra,90
30,1,aira caryophyllea,1
30,1,romulea rosea,1
30,1,centaurium sp.,0.5
30,1,plantago coronopus,2
30,1,sonchus oleraceus,0.5
30,1,BG,5
30,2,themeda triandra,80
30,2,rytidosperma setaceum,1
30,2,asperula conferta,1
30,2,schoenus apogon,0.5
30,2,plantago coronopus,1
30,2,aira caryophyllea,1
30,2,calocephalus citreus,0.5
30,2,sonchus asper,0.5
30,2,centaurium sp.,0.5
30,2,romulea rosea,1
30,2,BG,20
30,3,themeda triandra,30
30,3,calocephalus citreus,2
30,3,eryngium ovinum,0.5
30,3,plantago coronopus,1
30,3,leptorhynchos squamatus,20
30,3,solenogyne dominii,0.5
30,3,aira caryophyllea,0.5
30,3,chrysocephalum apiculatum,20
30,3,centaurium sp.,0.5
30,3,romulea rosea,0.5
30,3,BG,30
30,4,themeda triandra,70
30,4,calocephalus citreus,2
30,4,plantago coronopus,2
30,4,aira caryophyllea,0.5
30,4,romulea rosea,1
30,4,centaurium sp.,0.5
30,4,BG,25
30,5,themeda triandra,90
30,5,aira caryophyllea,0.5
30,5,plantago coronopus,2
30,5,briza minor,1
30,5,romulea rosea,1
30,5,hypochaeris radicata,1
30,5,calocephalus citreus,0.5
30,5,BG,10
30,6,themeda triandra,90
30,6,aira caryophyllea,2
30,6,plantago coronopus,1
30,6,centaurium sp.,0.5
30,6,sonchus oleraceus,0.5
30,6,acaena echinata,1
30,6,briza minor,0.5
30,6,romulea rosea,1
30,6,rytidosperma sp.,0.5
