transect_number,quadrat,species,percent_cover
9,3,pimelea curviflora,4.0
9,3,crassula sieberiana,0.5
9,3,calocephalus lacteus,2.0
9,3,oxalis exilis,0.5
9,3,senecio quadridentatus,0.5
9,3,isolepis marginata,1.0
9,3,themeda triandra,45.0
9,3,BG,35.0
9,3,L,0.5
9,4,plantago coronopus,3.0
9,4,romulea rosea,1.0
9,4,aira caryophyllea,0.5
9,4,vulpia bromoides,0.5
9,4,briza minor,0.5
9,4,lomandra nana,0.5
9,4,gonocarpus tetragynus,1.0
9,4,pimelea curviflora,0.5
9,4,centaurium erythraea,0.5
9,4,oxalis exilis,0.5
9,4,themeda triandra,40.0
9,4,rytidosperma spp.,2.0
9,4,isolepis marginata,2.0
9,4,BG,50.0
9,4,L,40.0
9,5,aira caryophyllea,0.5
9,5,plantago coronopus,2.0
9,5,romulea rosea,0.5
9,5,lomandra filiformis,0.5
9,5,pimelea curviflora,2.0
9,5,gonocarpus tetragynus,7.0
9,5,themeda triandra,40.0
9,5,rytidosperma spp.,1.0
9,5,isolepis marginata,1.0
9,5,BG,45.0
9,5,L,0.5
9,6,romulea rosea,1.0
9,6,sonchus oleraceus,1.0
9,6,aira caryophyllea,1.0
9,6,plantago coronopus,3.0
9,6,briza minor,0.5
9,6,senecio quadridentatus,5.0
9,6,convolvulus angustissimus,1.0
9,6,themeda triandra,40.0
9,6,BG,45.0
9,6,L,3.0
9,7,romulea rosea,2.0
9,7,plantago lanceolata,2.0
9,7,aira caryophyllea,1.0
9,7,sonchus oleraceus,0.5
9,7,senecio quadridentatus,0.5
9,7,centaurium erythraea,0.5
9,7,themeda triandra,50.0
9,7,elymus scaber,2.0
9,7,austrostipa spp.,0.5
9,7,BG,38.0
9,7,L,35.0
9,8,romulea rosea,0.5
9,8,sonchus oleraceus,0.5
9,8,plantago lanceolata,2.0
9,8,briza minor,0.5
9,8,aira caryophyllea,0.5
9,8,helminthotheca echioides,0.5
9,8,isolepis marginata,1.0
9,8,themeda triandra,50.0
9,8,elymus scaber,3.0
9,8,rytidosperma spp.,2.0
9,8,BG,39.0
9,8,L,1.0
9,9,plantago lanceolata,5.0
9,9,aira caryophyllea,0.5
9,9,convolvulus angustissimus,0.5
9,9,themeda triandra,30.0
9,9,rytidosperma spp.,2.0
9,9,isolepis marginata,0.5
9,9,BG,61.0
9,9,L,1.0
9,10,briza minor,0.5
9,10,aira caryophyllea,0.5
9,10,plantago lanceolata,3.0
9,10,romulea rosea,1.0
9,10,sonchus oleraceus,0.5
9,10,vulpia bromoides,0.5
9,10,caesia calliantha,3.0
9,10,gonocarpus tetragynus,0.5
9,10,convolvulus angustissimus,0.5
9,10,senecio quadridentatus,0.5
9,10,eryngium ovinum,0.5
9,10,pimelea curviflora,0.5
9,10,wahlenbergia gracilenta,0.5
9,10,centaurium erythraea,0.5
9,10,rytidosperma spp.,1.0
9,10,lachnagrostis filiformis,0.5
9,10,themeda triandra,45.0
9,10,BG,45.0
9,10,L,0.5
10,1,plantago lanceolata,15.0
10,1,vulpia bromoides,0.5
10,1,geranium pallidiflorum,3.0
10,1,rytidosperma spp.,5.0
10,1,themeda triandra,2.0
10,1,BG,75.0
10,1,L,2.0
10,2,romulea rosea,0.5
10,2,eryngium ovinum,3.0
10,2,geranium aff. retrorsum,0.5
10,2,themeda triandra,45.0
10,2,BG,55.0
10,2,L,1.0
10,3,plantago lanceolata,0.5
10,3,asperula scoparia,2.0
10,3,crassula sieberiana,2.5
10,3,themeda triandra,50.0
10,3,BG,45.0
10,3,L,1.0
10,4,microlaena stipoides,3.0
10,4,geranium pallidiflorum,1.0
10,4,themeda triandra,35.0
10,4,isolepis marginata,0.5
10,4,isolepis marginata,0.5
10,4,BG,60.0
10,4,LM,0.5
10,4,L,1.0
10,5,sonchus oleraceus,0.5
10,5,plantago lanceolata,2.0
10,5,agrostis capillaris,1.0
10,5,rumex dumosus,1.0
10,5,themeda triandra,55.0
10,5,isolepis marginata,0.5
10,5,BG,40.0
10,5,LM,1.0
10,5,L,5.0
10,6,geranium pallidiflorum,2.0
10,6,lomandra nana,1.0
10,6,themeda triandra,40.0
10,6,elymus scaber,1.0
10,6,BG,55.0
10,6,LM,1.0
10,6,L,2.0
10,7,briza minor,0.5
10,7,briza maxima,0.5
10,7,hypochoeris radicata,1.0
10,7,vulpia bromoides,0.5
10,7,drosera macrantha,0.5
10,7,bossiaea prostrata,1.0
10,7,gonocarpus tetragynus,2.0
10,7,brachyscome dentata,0.5
10,7,drosera peltata,1.0
10,7,pimelea curviflora,0.5
10,7,eryngium ovinum,0.5
10,7,themeda triandra,90.0
10,7,isolepis marginata,0.5
10,7,BG,2.0
10,7,LM,1.0
10,7,L,1.0
10,8,briza minor,1.0
10,8,aira caryophyllea,0.5
10,8,vulpia bromoides,0.5
10,8,gonocarpus tetragynus,3.0
10,8,lomandra nana,0.5
10,8,centaurium erythraea,0.5
10,8,calocephalus citreus,3.0
10,8,plantago gaudichaudii,5.0
10,8,bossiaea prostrata,1.0
10,8,themeda triandra,75.0
10,8,isolepis marginata,5.0
10,8,rytidosperma spp.,1.0
10,8,BG,10.0
10,8,LM,1.0
10,8,L,1.0
10,9,oxalis pes-caprae,0.5
10,9,briza minor,0.5
10,9,romulea rosea,1.0
10,9,gonocarpus tetragynus,0.5
10,9,plantago gaudichaudii,1.0
10,9,chrysocephalum apiculatum,1.0
10,9,themeda triandra,60.0
10,9,isolepis marginata,1.0
10,9,rytidosperma spp.,2.0
10,9,BG,31.5
10,9,LM,0.5
10,9,L,1.0
10,10,briza minor,3.0
10,10,aira caryophyllea,1.0
10,10,vulpia bromoides,3.0
10,10,oxalis pes-caprae,1.0
10,10,plantago gaudichaudii,3.0
10,10,gonocarpus tetragynus,2.0
10,10,eryngium ovinum,2.0
10,10,themeda triandra,80.0
10,10,isolepis marginata,1.0
10,10,BG,12.0
10,10,LM,1.0
10,10,L,1.0
11,1,avena fatua / barbata,2.0
11,1,vulpia bromoides,7.0
11,1,romulea rosea,2.0
11,1,plantago lanceolata,2.0
11,1,lolium perenne,0.5
11,1,nassella neesiana,15.0
11,1,themeda triandra,50.0
11,1,BG,45.0
11,1,LM,1.0
11,1,L,0.5
11,2,lolium perenne,0.5
11,2,avena fatua / barbata,1.0
11,2,romulea rosea,4.0
11,2,plantago lanceolata,5.0
11,2,aira caryophyllea,0.5
11,2,briza maxima,1.0
11,2,microlaena stipoides,0.5
11,2,oxalis pes-caprae,0.5
11,2,senecio quadridentatus,0.5
11,2,convolvulus angustissimus,0.5
11,2,themeda triandra,52.0
11,2,rytidosperma spp.,3.0
11,2,rytidosperma spp.,1.0
11,2,BG,42.0
11,2,L,0.5
11,3,vulpia bromoides,1.0
11,3,briza maxima,2.0
11,3,romulea rosea,1.0
11,3,plantago lanceolata,2.0
11,3,avena fatua / barbata,1.0
11,3,lolium perenne,0.5
11,3,convolvulus angustissimus,3.0
11,3,acaena echinata,0.5
11,3,asperula scoparia,1.0
11,3,veronica gracilis,0.5
11,3,themeda triandra,40.0
11,3,rytidosperma spp.,7.0
11,3,dichelachne crinita,3.0
11,3,lachnagrostis aemula,0.5
11,3,rytidosperma spp.,3.0
11,3,BG,42.0
11,3,L,0.5
11,4,briza maxima,10.0
11,4,plantago lanceolata,7.0
11,4,romulea rosea,3.0
11,4,lolium perenne,0.5
11,4,nassella neesiana,2.0
11,4,veronica gracilis,5.0
11,4,themeda triandra,25.0
11,4,rytidosperma spp.,5.0
11,4,lachnagrostis aemula,0.5
11,4,elymus scaber,0.5
11,4,BG,40.0
11,4,L,15.0
11,5,plantago lanceolata,8.0
11,5,briza maxima,1.0
11,5,romulea rosea,2.0
11,5,nassella neesiana,2.0
11,5,convolvulus angustissimus,1.0
11,5,veronica gracilis,3.0
11,5,oxalis perennans,1.0
11,5,themeda triandra,35.0
11,5,rytidosperma spp.,10.0
11,5,lachnagrostis aemula,1.0
11,5,rytidosperma spp.,2.0
11,5,BG,35.0
11,5,L,0.5
11,6,avena fatua / barbata,2.0
11,6,plantago lanceolata,2.0
11,6,vulpia bromoides,2.0
11,6,microlaena stipoides,2.0
11,6,lolium perenne,0.5
11,6,romulea rosea,0.5
11,6,nassella neesiana,3.0
11,6,oxalis perennans,1.0
11,6,elymus scaber,0.5
11,6,themeda triandra,40.0
11,6,rytidosperma spp.,1.0
11,6,dichelachne crinita,0.5
11,6,rytidosperma spp.,1.0
11,6,BG,45.0
11,6,L,0.5
11,7,plantago lanceolata,8.0
11,7,avena fatua / barbata,1.0
11,7,romulea rosea,1.0
11,7,vulpia bromoides,0.5
11,7,nassella neesiana,0.5
11,7,lolium perenne,0.5
11,7,veronica gracilis,5.0
11,7,oxalis perennans,0.5
11,7,themeda triandra,50.0
11,7,rytidosperma spp.,2.0
11,7,rytidosperma spp.,1.0
11,7,poa lab.,1.0
11,7,carex inversa,3.0
11,7,BG,28.0
11,7,L,0.5
11,8,briza maxima,2.0
11,8,vulpia bromoides,1.0
11,8,plantago lanceolata,2.0
11,8,romulea rosea,2.0
11,8,lolium perenne,0.5
11,8,briza minor,0.5
11,8,convolvulus angustissimus,1.0
11,8,acaena echinata,2.0
11,8,poa lab.,1.0
11,8,themeda triandra,55.0
11,8,rytidosperma spp.,3.0
11,8,BG,22.0
11,8,L,0.5
11,9,plantago lanceolata,15.0
11,9,briza maxima,5.0
11,9,romulea rosea,3.0
11,9,vulpia bromoides,1.0
11,9,nassella neesiana,2.0
11,9,briza minor,0.5
11,9,eryngium ovinum,1.0
11,9,oxalis perennans,0.5
11,9,senecio quadridentatus,0.5
11,9,ptilotus spathulatus,0.5
11,9,themeda triandra,11.0
11,9,carex breviculmis,1.0
11,9,rytidosperma spp.,11.0
11,9,dichelachne crinita,11.0
11,9,rytidosperma spp.,11.0
11,9,lachnagrostis aemula,11.0
11,9,BG,18.0
11,9,L,2.0
11,10,romulea rosea,3.0
11,10,briza maxima,3.0
11,10,vulpia bromoides,3.0
11,10,plantago lanceolata,1.0
11,10,briza minor,0.5
11,10,lolium perenne,0.5
11,10,convolvulus angustissimus,0.5
11,10,oxalis perennans,0.5
11,10,dichelachne crinita,8.0
11,10,themeda triandra,50.0
11,10,rytidosperma spp.,2.0
11,10,BG,30.0
11,10,L,1.0
12,1,plantago lanceolata,1.0
12,1,romulea rosea,1.0
12,1,aira caryophyllea,0.5
12,1,briza minor,0.5
12,1,hypochoeris radicata,2.0
12,1,holcus lanatus,2.0
12,1,oxalis pes-caprae,0.5
12,1,gonocarpus tetragynus,2.0
12,1,lotus sp.,0.5
12,1,austrostipa spp.,6.0
12,1,rytidosperma spp.,16.0
12,1,rytidosperma spp.,1.0
12,1,rytidosperma spp.,1.0
12,1,themeda triandra,51.0
12,1,BG,15.0
12,1,L,0.0
12,2,aira caryophyllea,1.0
12,2,holcus lanatus,15.0
12,2,briza minor,0.5
12,2,romulea rosea,1.0
12,2,hypochoeris radicata,8.0
12,2,plantago lanceolata,2.0
12,2,gonocarpus tetragynus,0.5
12,2,lotus sp.,1.0
12,2,caesia calliantha,2.0
12,2,austrostipa spp.,25.0
12,2,themeda triandra,5.0
12,2,rytidosperma spp.,5.0
12,2,rytidosperma spp.,1.0
12,2,eragrostis brownii,20.0
12,2,BG,15.0
12,2,L,2.0
12,3,aira caryophyllea,1.0
12,3,briza minor,1.0
12,3,holcus lanatus,20.0
12,3,oxalis pes-caprae,0.5
12,3,hypochoeris radicata,3.0
12,3,plantago lanceolata,15.0
12,3,romulea rosea,4.0
12,3,gonocarpus tetragynus,4.0
12,3,lotus sp.,0.5
12,3,themeda triandra,8.0
12,3,dichelachne crinita,0.5
12,3,austrostipa spp.,15.0
12,3,rytidosperma spp.,10.0
12,3,BG,16.0
12,3,L,2.0
12,4,briza minor,1.0
12,4,romulea rosea,2.0
12,4,aira caryophyllea,0.5
12,4,plantago lanceolata,3.0
12,4,holcus lanatus,5.0
12,4,hypochoeris radicata,2.0
12,4,gonocarpus tetragynus,1.0
12,4,acaena echinata,2.0
12,4,lotus sp.,0.5
12,4,gonocarpus tetragynus,4.0
12,4,dichelachne crinita,10.0
12,4,austrostipa spp.,25.0
12,4,rytidosperma spp.,5.0
12,4,rytidosperma spp.,5.0
12,4,BG,38.0
12,4,L,1.0
12,5,aira caryophyllea,3.0
12,5,holcus lanatus,25.0
12,5,briza minor,0.5
12,5,romulea rosea,3.0
12,5,hypochoeris radicata,2.0
12,5,plantago lanceolata,5.0
12,5,lotus sp.,0.5
12,5,rytidosperma spp.,15.0
12,5,austrostipa spp.,25.0
12,5,eragrostis brownii,5.0
12,5,rytidosperma spp.,3.0
12,5,rytidosperma spp.,1.0
12,5,themeda triandra,4.0
12,5,BG,4.0
12,5,L,2.0
12,5,R,8.0
12,6,plantago lanceolata,30.0
12,6,briza minor,0.5
12,6,holcus lanatus,8.0
12,6,romulea rosea,2.0
12,6,aira caryophyllea,0.5
12,6,lotus sp.,0.5
12,6,rytidosperma spp.,20.0
12,6,themeda triandra,10.0
12,6,austrostipa spp.,15.0
12,6,BG,15.0
12,6,L,3.0
12,7,holcus lanatus,60.0
12,7,sonchus oleraceus,0.5
12,7,aira caryophyllea,0.5
12,7,briza minor,3.0
12,7,hypochoeris radicata,1.0
12,7,romulea rosea,3.0
12,7,plantago lanceolata,10.0
12,7,lotus sp.,0.5
12,7,themeda triandra,8.0
12,7,rytidosperma spp.,5.0
12,7,BG,10.0
12,7,L,2.0
12,8,holcus lanatus,55.0
12,8,aira caryophyllea,1.0
12,8,sonchus oleraceus,0.5
12,8,hypochoeris radicata,1.0
12,8,plantago lanceolata,15.0
12,8,briza minor,5.0
12,8,romulea rosea,2.0
12,8,lotus sp.,0.5
12,8,themeda triandra,10.0
12,8,rytidosperma spp.,1.0
12,8,austrostipa spp.,1.0
12,8,BG,8.0
12,8,L,2.0
12,9,plantago lanceolata,20.0
12,9,hypochoeris radicata,4.0
12,9,phalaris aquatica,15.0
12,9,aira caryophyllea,2.0
12,9,chrysocephalum apiculatum,0.5
12,9,romulea rosea,1.0
12,9,leontodon saxatilis,0.5
12,9,briza minor,1.0
12,9,portulaca oleracea,1.0
12,9,lotus sp.,0.5
12,9,dianella amoena,1.0
12,9,schoenus apogon,5.0
12,9,themeda triandra,1.0
12,9,BG,45.0
12,9,L,5.0
12,10,aira caryophyllea,1.0
12,10,phalaris aquatica,10.0
12,10,romulea rosea,1.0
12,10,briza minor,0.5
12,10,plantago lanceolata,5.0
12,10,oxalis pes-caprae,0.5
12,10,acaena echinata,2.0
12,10,dianella admixta,1.0
12,10,lotus sp.,0.5
12,10,eragrostis brownii,20.0
12,10,austrostipa spp.,25.0
12,10,rytidosperma spp.,5.0
12,10,BG,27.0
12,10,L,1.0
12,10,R,3.0
13,1,romulea rosea,2.0
13,1,briza maxima,1.0
13,1,briza minor,0.5
13,1,vulpia bromoides,10.0
13,1,aira caryophyllea,1.0
13,1,plantago lanceolata,1.0
13,1,holcus lanatus,1.0
13,1,oxalis pes-caprae,0.5
13,1,haloragis heterophylla,40.0
13,1,lotus sp.,0.5
13,1,rytidosperma spp.,5.0
13,1,austrostipa spp.,15.0
13,1,BG,30.0
13,1,LM,2.0
13,1,L,10.0
13,2,aira caryophyllea,2.0
13,2,briza minor,1.0
13,2,romulea rosea,2.0
13,2,plantago lanceolata,14.0
13,2,holcus lanatus,0.5
13,2,vulpia bromoides,1.0
13,2,veronica gracilis,5.0
13,2,convolvulus angustissimus,0.5
13,2,lotus sp.,0.5
13,2,dichelachne crinita,0.5
13,2,microlaena stipoides,10.0
13,2,carex inversa,8.0
13,2,austrostipa spp.,5.0
13,2,elymus scaber,0.5
13,2,rytidosperma spp.,2.0
13,2,eragrostis brownii,10.0
13,2,BG,42.0
13,2,LM,1.0
13,2,L,10.0
13,3,plantago lanceolata,10.0
13,3,aira caryophyllea,5.0
13,3,romulea rosea,10.0
13,3,briza minor,7.0
13,3,holcus lanatus,0.5
13,3,phalaris aquatica,10.0
13,3,arthropodium strictum,4.0
13,3,lotus sp.,0.5
13,3,oxalis perennans,1.0
13,3,themeda triandra,12.5
13,3,austrostipa spp.,12.5
13,3,rytidosperma spp.,12.5
13,3,microlaena stipoides,12.5
13,3,rytidosperma spp.,1.0
13,3,carex inversa,2.0
13,3,BG,10.0
13,3,LM,1.0
13,3,L,1.0
13,4,briza minor,15.0
13,4,aira caryophyllea,5.0
13,4,phalaris aquatica,10.0
13,4,holcus lanatus,5.0
13,4,romulea rosea,20.0
13,4,hypochoeris radicata,0.5
13,4,vulpia bromoides,1.0
13,4,dactylis glomerata,0.5
13,4,plantago lanceolata,1.0
13,4,lotus sp.,0.5
13,4,austrostipa spp.,7.5
13,4,microlaena stipoides,7.5
13,4,gonocarpus tetragynus,7.5
13,4,poa lab.,7.5
13,4,BG,12.0
13,4,LM,2.0
13,4,L,1.0
13,5,briza minor,10.0
13,5,romulea rosea,10.0
13,5,hypochoeris radicata,1.0
13,5,vulpia bromoides,15.0
13,5,helminthotheca echioides,5.0
13,5,phalaris aquatica,3.0
13,5,lolium perenne,0.5
13,5,plantago lanceolata,0.5
13,5,lotus sp.,1.0
13,5,arthropodium strictum,0.5
13,5,senecio quadridentatus,0.5
13,5,dichelachne crinita,2.0
13,5,caesia calliantha,0.5
13,5,microlaena stipoides,3.0
13,5,rytidosperma spp.,1.0
13,5,juncus sp.,0.5
13,5,carex inversa,0.5
13,5,BG,45.0
13,5,LM,1.0
13,5,L,1.0
13,5,R,10.0
13,6,plantago lanceolata,8.0
13,6,romulea rosea,5.0
13,6,briza minor,2.0
13,6,aira caryophyllea,2.0
13,6,phalaris aquatica,2.0
13,6,oxalis pes-caprae,0.5
13,6,lotus sp.,0.5
13,6,haloragis heterophylla,10.0
13,6,arthropodium strictum,2.0
13,6,trifolium arvense,1.0
13,6,carex inversa,8.0
13,6,austrostipa spp.,20.0
13,6,dichelachne crinita,3.0
13,6,rytidosperma spp.,5.0
13,6,BG,35.0
13,6,LM,2.0
13,6,L,1.0
13,7,plantago lanceolata,25.0
13,7,briza maxima,5.0
13,7,aira caryophyllea,2.0
13,7,phalaris minor,10.0
13,7,romulea rosea,5.0
13,7,briza minor,4.0
13,7,nassella neesiana,0.5
13,7,vulpia bromoides,5.0
13,7,lotus sp.,2.0
13,7,arthropodium strictum,2.0
13,7,epilobium sp.,3.0
13,7,microlaena stipoides,8.0
13,7,rytidosperma spp.,7.0
13,7,eragrostis brownii,10.0
13,7,BG,12.0
13,7,LM,1.0
13,7,L,1.0
13,8,plantago lanceolata,30.0
13,8,romulea rosea,3.0
13,8,aira caryophyllea,5.0
13,8,phalaris minor,5.0
13,8,briza maxima,3.0
13,8,briza minor,5.0
13,8,oxalis pes-caprae,2.0
13,8,dactylis glomerata,2.0
13,8,trifolium arvense,1.0
13,8,arthropodium strictum,2.0
13,8,lotus sp.,1.0
13,8,rytidosperma spp.,1.0
13,8,microlaena stipoides,10.0
13,8,carex inversa,0.5
13,8,themeda triandra,20.0
13,8,LM,0.5
13,8,BG,10.0
13,8,L,0.5
13,9,aira caryophyllea,40.0
13,9,plantago lanceolata,10.0
13,9,phalaris aquatica,5.0
13,9,holcus lanatus,0.5
13,9,phalaris minor,5.0
13,9,briza minor,1.0
13,9,vulpia bromoides,15.0
13,9,romulea rosea,2.0
13,9,briza maxima,1.0
13,9,trifolium angustifolium,0.5
13,9,lotus sp.,2.0
13,9,arthropodium strictum,3.0
13,9,microlaena stipoides,10.0
13,9,austrostipa spp.,1.0
13,9,eragrostis brownii,2.0
13,9,themeda triandra,3.0
13,9,BG,9.0
13,9,L,1.0
13,10,briza maxima,20.0
13,10,briza minor,2.0
13,10,aira caryophyllea,10.0
13,10,vulpia bromoides,1.0
13,10,plantago lanceolata,5.0
13,10,phalaris minor,1.0
13,10,romulea rosea,4.0
13,10,trifolium angustifolium,1.0
13,10,arthropodium strictum,2.0
13,10,asperula scoparia,7.0
13,10,lotus sp.,1.0
13,10,austrostipa spp.,2.0
13,10,eragrostis brownii,4.0
13,10,microlaena stipoides,5.0
13,10,rytidosperma spp.,15.0
13,10,elymus scaber,10.0
13,10,BG,13.0
13,10,LM,3.0
13,10,L,2.0
14,1,aira caryophyllea,0.5
14,1,plantago lanceolata,0.5
14,1,lolium perenne,0.5
14,1,romulea rosea,0.5
14,1,bromus catharticus,0.5
14,1,veronica gracilis,5.0
14,1,convolvulus angustissimus,0.5
14,1,themeda triandra,65.0
14,1,rytidosperma spp.,3.0
14,1,austrostipa spp.,0.5
14,1,austrostipa spp.,2.0
14,1,BG,22.0
14,1,LM,5.0
14,1,L,3.0
14,2,sonchus oleraceus,0.5
14,2,plantago lanceolata,5.0
14,2,romulea rosea,3.0
14,2,aira caryophyllea,0.5
14,2,themeda triandra,55.0
14,2,isolepis marginata,5.0
14,2,BG,28.0
14,2,LM,2.0
14,2,L,3.0
14,3,plantago lanceolata,10.0
14,3,aira caryophyllea,1.0
14,3,asperula conferta,2.0
14,3,themeda triandra,60.0
14,3,rytidosperma spp.,2.0
14,3,isolepis marginata,2.0
14,3,austrostipa spp.,1.0
14,3,rytidosperma spp.,2.0
14,3,austrostipa spp.,2.0
14,3,BG,19.0
14,3,LM,1.0
14,3,L,5.0
14,4,plantago lanceolata,6.0
14,4,aira caryophyllea,1.0
14,4,vulpia bromoides,1.0
14,4,bromus catharticus,1.0
14,4,romulea rosea,0.5
14,4,dianella admixta,30.0
14,4,convolvulus angustissimus,1.0
14,4,themeda triandra,40.0
14,4,isolepis marginata,1.0
14,4,austrostipa spp.,3.0
14,4,BG,21.0
14,4,LM,2.0
14,4,L,1.0
14,5,plantago lanceolata,15.0
14,5,themeda triandra,45.0
14,5,panicum effusum,10.0
14,5,BG,25.0
14,5,L,7.0
14,6,romulea rosea,1.0
14,6,plantago lanceolata,0.5
14,6,aira caryophyllea,1.0
14,6,convolvulus angustissimus,4.0
14,6,acaena echinata,0.5
14,6,pimelea curviflora,0.5
14,6,plantago gaudichaudii,1.0
14,6,themeda triandra,40.0
14,6,panicum effusum,3.0
14,6,isolepis marginata,2.0
14,6,rytidosperma spp.,1.0
14,6,rytidosperma spp.,2.0
14,6,austrostipa spp.,1.0
14,6,elymus scaber,0.5
14,6,BG,41.0
14,6,LM,2.0
14,6,L,1.0
14,7,romulea rosea,4.0
14,7,plantago lanceolata,7.0
14,7,themeda triandra,40.0
14,7,rytidosperma spp.,1.0
14,7,isolepis marginata,1.0
14,7,panicum effusum,0.5
14,7,austrostipa spp.,2.0
14,7,BG,45.0
14,7,LM,2.0
14,7,L,5.0
14,8,plantago lanceolata,15.0
14,8,bromus catharticus,0.5
14,8,oxalis perennans,0.5
14,8,themeda triandra,40.0
14,8,rytidosperma spp.,20.0
14,8,austrostipa spp.,0.5
14,8,isolepis marginata,0.5
14,8,rytidosperma spp.,0.5
14,8,rytidosperma spp.,0.5
14,8,BG,22.0
14,8,LM,2.0
14,8,L,5.0
14,9,lolium perenne,1.0
14,9,vulpia bromoides,10.0
14,9,romulea rosea,7.0
14,9,plantago lanceolata,5.0
14,9,nassella charruana,40.0
14,9,panicum effusum,9.0
14,9,austrostipa spp.,0.5
14,9,rytidosperma spp.,0.5
14,9,BG,30.0
14,9,L,5.0
14,10,avena fatua / barbata,10.0
14,10,sonchus oleraceus,0.5
14,10,plantago lanceolata,3.0
14,10,romulea rosea,10.0
14,10,vulpia bromoides,1.0
14,10,austrostipa spp.,2.0
14,10,rytidosperma spp.,4.0
14,10,panicum effusum,2.0
14,10,BG,65.0
14,10,LM,2.0
14,10,L,2.0
15,1,avena fatua / barbata,5.0
15,1,romulea rosea,5.0
15,1,vulpia bromoides,10.0
15,1,aira caryophyllea,0.5
15,1,plantago lanceolata,3.0
15,1,bromus hordeaceus,0.5
15,1,themeda triandra,40.0
15,1,elymus scaber,1.0
15,1,microlaena stipoides,3.0
15,1,BG,30.0
15,1,R,5.0
15,2,avena fatua / barbata,2.0
15,2,vulpia bromoides,5.0
15,2,romulea rosea,5.0
15,2,sonchus oleraceus,0.5
15,2,senecio quadridentatus,2.0
15,2,oxalis perennans,0.5
15,2,themeda triandra,55.0
15,2,rytidosperma spp.,6.0
15,2,rytidosperma spp.,1.0
15,2,BG,30.0
15,3,avena fatua / barbata,1.0
15,3,plantago lanceolata,1.0
15,3,vulpia bromoides,20.0
15,3,romulea rosea,3.0
15,3,aira caryophyllea,0.5
15,3,senecio macrocarpus,1.0
15,3,acaena echinata,0.5
15,3,themeda triandra,30.0
15,3,rytidosperma spp.,2.0
15,3,rytidosperma spp.,8.0
15,3,BG,33.0
15,3,LM,0.5
15,3,R,3.0
15,3,L,0.5
15,4,aira caryophyllea,3.0
15,4,romulea rosea,2.0
15,4,vulpia bromoides,3.0
15,4,plantago lanceolata,2.0
15,4,avena fatua / barbata,3.0
15,4,senecio quadridentatus,2.0
15,4,podolepis jaceoides,3.0
15,4,rytidosperma spp.,1.0
15,4,themeda triandra,35.0
15,4,BG,46.0
15,5,aira caryophyllea,10.0
15,5,vulpia bromoides,10.0
15,5,avena fatua / barbata,5.0
15,5,romulea rosea,4.0
15,5,sonchus oleraceus,0.5
15,5,briza minor,0.5
15,5,podolepis jaceoides,0.5
15,5,themeda triandra,30.0
15,5,elymus scaber,1.0
15,5,rytidosperma spp.,1.0
15,5,rytidosperma spp.,1.0
15,5,BG,42.0
15,5,R,2.0
15,6,sonchus oleraceus,1.0
15,6,aira caryophyllea,10.0
15,6,avena fatua / barbata,1.0
15,6,vulpia bromoides,8.0
15,6,romulea rosea,1.0
15,6,convolvulus angustissimus,2.0
15,6,themeda triandra,31.0
15,6,BG,42.0
15,6,R,5.0
15,7,vulpia bromoides,3.0
15,7,avena fatua / barbata,2.0
15,7,aira caryophyllea,10.0
15,7,romulea rosea,2.0
15,7,briza minor,1.0
15,7,ptilotus spathulatus,1.0
15,7,rutidosis leptorrhynchoides,0.5
15,7,senecio quadridentatus,0.5
15,7,austrostipa spp.,2.0
15,7,themeda triandra,25.0
15,7,rytidosperma spp.,0.5
15,7,BG,51.0
15,7,R,3.0
15,8,avena fatua / barbata,3.0
15,8,aira caryophyllea,7.0
15,8,romulea rosea,5.0
15,8,vulpia bromoides,2.0
15,8,briza minor,0.5
15,8,leptorhynchos squamatus,2.0
15,8,convolvulus angustissimus,4.0
15,8,austrostipa spp.,0.5
15,8,rytidosperma spp.,1.0
15,8,elymus scaber,1.0
15,8,rytidosperma spp.,1.0
15,8,themeda triandra,30.0
15,8,BG,43.0
15,8,R,2.0
15,9,avena fatua / barbata,2.0
15,9,vulpia bromoides,15.0
15,9,briza maxima,2.0
15,9,aira caryophyllea,3.0
15,9,plantago lanceolata,2.0
15,9,romulea rosea,2.0
15,9,rutidosis leptorrhynchoides,0.5
15,9,austrostipa spp.,1.0
15,9,rytidosperma spp.,1.0
15,9,themeda triandra,30.0
15,9,BG,43.0
15,9,L,1.0
15,10,plantago lanceolata,1.0
15,10,aira caryophyllea,2.0
15,10,romulea rosea,3.0
15,10,vulpia bromoides,2.0
15,10,briza maxima,1.0
15,10,avena fatua / barbata,2.0
15,10,nassella neesiana,3.0
15,10,themeda triandra,60.0
15,10,isolepis marginata,1.0
15,10,BG,25.0
15,10,R,3.0
15,10,L,0.5
16,1,avena fatua / barbata,4.0
16,1,briza maxima,6.0
16,1,briza minor,0.5
16,1,linum trigynum,0.5
16,1,arctotheca calendula,0.5
16,1,vulpia bromoides,1.0
16,1,asperula conferta,1.0
16,1,veronica gracilis,2.0
16,1,wahlenbergia gracilis,0.5
16,1,themeda triandra,28.0
16,1,eragrostis brownii,27.0
16,1,austrostipa spp.,27.0
16,1,elymus scaber,1.0
16,1,BG,2.0
16,1,L,0.5
16,2,briza maxima,7.0
16,2,briza minor,1.0
16,2,avena fatua / barbata,1.0
16,2,romulea rosea,0.5
